rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name
2144,411,13378,2022-01-11 21:12:19,460,26 North Gate,2022-01-11 21:05:28,636,16 Long Gardens
511,217,458,2022-01-12 07:54:27,764,27 New Row,2022-01-12 07:50:50,761,Bridge Passage
1191,247,1353,2022-01-12 14:07:39,522,George Gardens,2022-01-12 14:03:32,329,26 Fleet Bridge
2883,1570,11799,2022-01-12 17:18:07,515,7 Church Court,2022-01-12 16:51:57,453,Lion Passage
3224,190,9239,2022-01-12 17:29:04,76,Castle Terrace,2022-01-12 17:25:54,426,14 Church Gardens
1642,1830,5491,2022-01-12 19:21:14,295,North Row,2022-01-12 18:50:44,295,North Row
3472,1818,14296,2022-01-13 08:06:11,331,East Walk,2022-01-13 07:35:53,172,36 Wharf Terrace
4060,241,1090,2022-01-13 08:15:57,368,34 King Way,2022-01-13 08:11:56,274,North Road
1292,649,13994,2022-01-13 08:59:20,118,New Gate,2022-01-13 08:48:31,298,Green Bridge
1088,1158,3876,2022-01-13 19:08:06,609,Station Row,2022-01-13 18:48:48,443,Church Square
2936,3822,8093,2022-01-13 20:03:14,472,Park Terrace,2022-01-13 18:59:32,651,32 New Walk
4604,566,3779,2022-01-13 20:35:47,651,32 New Walk,2022-01-13 20:26:21,510,Rose Way
4930,1248,14644,2022-01-14 17:52:31,691,48 New Avenue,2022-01-14 17:31:43,131,Earl Court
3516,220,9654,2022-01-14 18:54:28,43,North Way,2022-01-14 18:50:48,567,Tower Passage
4606,460,9507,2022-01-14 20:52:54,355,New Lane,2022-01-14 20:45:14,322,Long Bridge
4562,407,11497,2022-01-14 21:29:52,100,Station Walk,2022-01-14 21:23:05,100,Station Walk
2873,2019,817,2022-01-16 00:47:18,2,Strand Avenue,2022-01-16 00:13:39,403,Green Gardens
4346,2438,14991,2022-01-16 10:38:56,685,George Walk,2022-01-16 09:58:18,508,South Lane
1037,619,6187,2022-01-16 10:41:07,693,Water Embankment,2022-01-16 10:30:48,590,Strand Row
2643,326,2220,2022-01-16 11:16:10,143,29 Dock Way,2022-01-16 11:10:44,738,Bridge Bridge
4612,502,7285,2022-01-16 12:00:28,757,Strand Street,2022-01-16 11:52:06,757,Strand Street
4028,745,6720,2022-01-16 12:21:46,409,2 Water Street,2022-01-16 12:09:21,409,2 Water Street
761,205,9834,2022-01-16 12:18:03,130,24 Old Passage,2022-01-16 12:14:38,562,South Way
1176,604,7207,2022-01-16 12:41:48,276,42 Bridge Gate,2022-01-16 12:31:44,227,27 Fleet Avenue
4727,241,7606,2022-01-16 16:42:50,177,37 Victoria Embankment,2022-01-16 16:38:49,607,25 George Street
3106,312,11821,2022-01-16 17:16:08,610,Market Circus,2022-01-16 17:10:56,460,26 North Gate
1592,882,10854,2022-01-17 08:01:55,45,Albert Gate,2022-01-17 07:47:13,485,47 Wharf Lane
4141,364,13338,2022-01-17 08:31:51,607,25 George Street,2022-01-17 08:25:47,134,5 Crown Mews
1657,131,3798,2022-01-17 08:47:40,419,Market Place,2022-01-17 08:45:29,578,48 High Square
1272,326,2581,2022-01-17 10:15:33,743,Market Gardens,2022-01-17 10:10:07,348,14 Great Circus
2581,342,12524,2022-01-17 12:08:27,411,Dock Lane,2022-01-17 12:02:45,339,Old Road
3924,363,3927,2022-01-17 15:48:52,167,Park Court,2022-01-17 15:42:49,167,Park Court
4481,1613,4119,2022-01-17 18:06:51,593,North Circus,2022-01-17 17:39:58,445,King Circus
1350,210,4783,2022-01-17 18:36:00,701,20 Oxford Row,2022-01-17 18:32:30,93,17 Old Walk
991,436,4404,2022-01-17 18:40:38,137,11 Manor Terrace,2022-01-17 18:33:22,221,Bond Court
2995,479,7771,2022-01-17 19:28:12,588,21 Water Terrace,2022-01-17 19:20:13,423,16 Bridge Mews
2633,5853,1269,2022-01-17 22:34:42,247,2 Prince Circus,2022-01-17 20:57:09,271,Globe Place
3922,1393,5436,2022-01-18 05:33:45,142,Old Mews,2022-01-18 05:10:32,142,Old Mews
4345,792,8028,2022-01-18 06:27:50,153,Wharf Road,2022-01-18 06:14:38,524,34 Green Gate
3365,1031,5392,2022-01-18 07:33:57,485,47 Wharf Lane,2022-01-18 07:16:46,349,Manor Gardens
3180,2759,1388,2022-01-18 08:23:16,636,16 Long Gardens,2022-01-18 07:37:17,636,16 Long Gardens
173,500,3294,2022-01-18 08:30:42,757,Strand Street,2022-01-18 08:22:22,757,Strand Street
1888,1823,3925,2022-01-18 09:03:21,488,28 Mill Circus,2022-01-18 08:32:58,590,Strand Row
2544,266,7414,2022-01-18 09:03:13,609,Station Row,2022-01-18 08:58:47,520,49 Rose Avenue
3596,617,11904,2022-01-18 16:40:46,41,36 Fleet Gate,2022-01-18 16:30:29,41,36 Fleet Gate
3101,60,1525,2022-01-18 18:53:47,643,33 Bridge Place,2022-01-18 18:52:47,396,Bond Road
3223,176,11607,2022-01-19 00:44:37,787,Albert Square,2022-01-19 00:41:41,787,Albert Square
1883,362,11668,2022-01-19 09:05:12,355,New Lane,2022-01-19 08:59:10,337,Fleet Circus
4615,1084,6139,2022-01-19 13:19:48,41,36 Fleet Gate,2022-01-19 13:01:44,319,Rose Street
333,2589,7433,2022-01-19 17:30:00,224,High Terrace,2022-01-19 16:46:51,132,Temple Gardens
3020,403,7711,2022-01-19 17:57:42,30,Strand Row,2022-01-19 17:50:59,30,Strand Row
225,60,3941,2022-01-20 07:25:17,456,Church Bridge,2022-01-20 07:24:17,178,21 Globe Embankment
404,1377,10577,2022-01-20 08:51:34,134,5 Crown Mews,2022-01-20 08:28:37,189,Victoria Avenue
4256,265,12217,2022-01-20 08:55:20,633,30 Bridge Bridge,2022-01-20 08:50:55,331,East Walk
1229,675,9932,2022-01-20 12:43:10,484,Church Embankment,2022-01-20 12:31:55,184,Great Mews
2321,711,7266,2022-01-20 20:39:50,242,Park Square,2022-01-20 20:27:59,242,Park Square
3476,875,13484,2022-01-21 10:28:45,545,39 George Way,2022-01-21 10:14:10,545,39 George Way
1079,1425,3407,2022-01-21 14:49:43,3,Manor Bridge,2022-01-21 14:25:58,781,Old Mews
4599,445,4885,2022-01-21 16:08:14,348,14 Great Circus,2022-01-21 16:00:49,561,Manor Terrace
684,361,9690,2022-01-21 20:06:08,640,High Passage,2022-01-21 20:00:07,640,High Passage
1298,263,309,2022-01-22 09:10:27,548,34 High Walk,2022-01-22 09:06:04,516,35 Long Circus
2195,764,4302,2022-01-22 09:50:17,1,Hill Row,2022-01-22 09:37:33,626,East Mews
283,424,7548,2022-01-22 10:58:23,414,Dock Way,2022-01-22 10:51:19,6,Long Terrace
3978,2988,6059,2022-01-22 12:31:29,283,34 North Lane,2022-01-22 11:41:41,240,North Gate
400,1014,12149,2022-01-22 13:51:19,231,Long Embankment,2022-01-22 13:34:25,231,Long Embankment
2679,586,795,2022-01-22 14:14:06,346,4 Tower Avenue,2022-01-22 14:04:20,554,7 Tower Walk
965,822,1897,2022-01-22 17:18:28,339,Old Road,2022-01-22 17:04:46,325,New Circus
4387,347,2817,2022-01-22 17:21:38,426,14 Church Gardens,2022-01-22 17:15:51,577,10 Old Bridge
3178,927,839,2022-01-22 19:26:39,539,29 George Gate,2022-01-22 19:11:12,374,15 Temple Embankment
4840,516,10609,2022-01-23 07:11:08,432,East Mews,2022-01-23 07:02:32,209,31 Church Lane
4965,887,14741,2022-01-23 10:46:43,362,Albert Passage,2022-01-23 10:31:56,421,29 Great Way
1270,1053,10532,2022-01-23 12:02:56,607,25 George Street,2022-01-23 11:45:23,607,25 George Street
1608,246,11600,2022-01-23 13:33:15,729,4 Market Walk,2022-01-23 13:29:09,729,4 Market Walk
3438,331,4619,2022-01-23 16:35:03,656,Old Row,2022-01-23 16:29:32,295,North Row
551,291,10221,2022-01-23 16:38:49,440,4 George Street,2022-01-23 16:33:58,440,4 George Street
393,394,6767,2022-01-23 17:07:49,600,36 George Row,2022-01-23 17:01:15,2,Strand Avenue
3973,296,7697,2022-01-23 19:00:51,780,18 Strand Road,2022-01-23 18:55:55,24,Temple Walk
693,458,13207,2022-01-23 20:01:24,344,Strand Row,2022-01-23 19:53:46,344,Strand Row
65,141,1611,2022-01-24 07:58:06,672,26 North Passage,2022-01-24 07:55:45,499,Bridge Street
4566,2510,8077,2022-01-24 10:39:04,183,West Road,2022-01-24 09:57:14,183,West Road
1024,186,2715,2022-01-24 13:28:17,357,14 Castle Walk,2022-01-24 13:25:11,317,30 Oxford Place
3117,1222,11634,2022-01-24 14:47:05,375,Baker Lane,2022-01-24 14:26:43,656,Old Row
3126,727,11068,2022-01-24 17:45:53,189,Victoria Avenue,2022-01-24 17:33:46,14,Queen Court
4692,340,56,2022-01-24 21:19:28,666,25 Park Walk,2022-01-24 21:13:48,134,5 Crown Mews
3026,704,12674,2022-01-25 08:36:53,652,South Square,2022-01-25 08:25:09,427,Victoria Place
4913,1044,3694,2022-01-25 11:15:21,39,East Road,2022-01-25 10:57:57,64,Victoria Bridge
1600,843,7423,2022-01-25 14:53:18,680,Temple Gardens,2022-01-25 14:39:15,276,42 Bridge Gate
2395,1228,11796,2022-01-25 15:57:22,676,Albert Way,2022-01-25 15:36:54,671,Lion Circus
3736,686,1543,2022-01-25 17:17:54,732,Victoria Road,2022-01-25 17:06:28,362,Albert Passage
1364,469,3041,2022-01-25 17:51:22,333,22 Dock Way,2022-01-25 17:43:33,245,27 Tower Passage
358,918,2085,2022-01-25 18:00:29,521,Bridge Embankment,2022-01-25 17:45:11,551,Green Way
2694,98,1784,2022-01-25 17:48:35,218,Great Court,2022-01-25 17:46:57,218,Great Court
3867,701,4804,2022-01-25 20:11:13,13,Manor Embankment,2022-01-25 19:59:32,609,Station Row
2283,189,13841,2022-01-25 20:20:43,21,9 High Avenue,2022-01-25 20:17:34,380,32 Albert Gardens
2421,766,1061,2022-01-25 23:04:43,358,Long Walk,2022-01-25 22:51:57,693,Water Embankment
2684,687,6004,2022-01-26 07:18:16,67,Castle Court,2022-01-26 07:06:49,582,Queen Street
2294,165,9296,2022-01-26 07:13:26,642,23 Old Lane,2022-01-26 07:10:41,642,23 Old Lane
367,747,2861,2022-01-26 07:28:36,77,Green Row,2022-01-26 07:16:09,507,47 Castle Mews
4724,60,765,2022-01-26 08:38:09,199,Rose Gardens,2022-01-26 08:37:09,199,Rose Gardens
1764,137,8592,2022-01-26 08:41:48,121,7 Wharf Square,2022-01-26 08:39:31,253,North Gate
3824,641,5953,2022-01-26 10:40:32,144,Duke Bridge,2022-01-26 10:29:51,144,Duke Bridge
256,697,11722,2022-01-26 16:08:47,413,South Gardens,2022-01-26 15:57:10,6,Long Terrace
3373,324,5486,2022-01-26 17:32:22,757,Strand Street,2022-01-26 17:26:58,2,Strand Avenue
1168,2783,11643,2022-01-26 18:33:11,612,Park Court,2022-01-26 17:46:48,117,Church Way
2604,2176,3897,2022-01-26 22:56:42,636,16 Long Gardens,2022-01-26 22:20:26,246,14 Baker Place
922,2262,14696,2022-01-26 23:11:12,423,16 Bridge Mews,2022-01-26 22:33:30,391,21 Hill Walk
3162,604,12489,2022-01-27 07:53:20,274,North Road,2022-01-27 07:43:16,348,14 Great Circus
997,238,2840,2022-01-27 08:31:15,615,4 George Terrace,2022-01-27 08:27:17,615,4 George Terrace
2466,228,4322,2022-01-27 08:32:49,750,Wharf Square,2022-01-27 08:29:01,206,Globe Terrace
3903,1460,6376,2022-01-27 12:06:15,463,17 King Embankment,2022-01-27 11:41:55,784,Temple Court
1029,1418,6868,2022-01-27 13:50:24,727,Duke Gate,2022-01-27 13:26:46,727,Duke Gate
3172,361,3781,2022-01-27 20:20:38,585,Bond Court,2022-01-27 20:14:37,8,Mill Row
3954,558,2805,2022-01-27 22:36:39,792,West Avenue,2022-01-27 22:27:21,246,14 Baker Place
4401,4440,14135,2022-01-28 08:53:43,45,Albert Gate,2022-01-28 07:39:43,77,Green Row
3351,551,2775,2022-01-28 07:50:14,513,Park Passage,2022-01-28 07:41:03,647,Church Circus
1105,407,2076,2022-01-28 11:09:54,169,24 George Place,2022-01-28 11:03:07,653,West Passage
1165,968,4089,2022-01-28 12:49:27,792,West Avenue,2022-01-28 12:33:19,792,West Avenue
1273,455,13300,2022-01-28 13:36:27,508,South Lane,2022-01-28 13:28:52,200,New Gardens
1177,428,128,2022-01-28 16:54:32,145,Lion Row,2022-01-28 16:47:24,145,Lion Row
2709,1982,3784,2022-01-28 17:32:39,472,Park Terrace,2022-01-28 16:59:37,472,Park Terrace
2877,886,7514,2022-01-28 17:39:11,451,Earl Gate,2022-01-28 17:24:25,26,Hill Lane
1294,1393,3935,2022-01-28 18:27:19,515,7 Church Court,2022-01-28 18:04:06,515,7 Church Court
143,593,9577,2022-01-28 19:47:11,293,Bridge Gate,2022-01-28 19:37:18,571,39 Water Bridge
1050,471,4101,2022-01-28 22:05:58,271,Globe Place,2022-01-28 21:58:07,271,Globe Place
2712,2509,8053,2022-01-29 01:23:39,255,Church Square,2022-01-29 00:41:50,275,Hill Gardens
4480,309,14455,2022-01-29 12:25:45,787,Albert Square,2022-01-29 12:20:36,331,East Walk
2844,339,14948,2022-01-29 12:27:02,45,Albert Gate,2022-01-29 12:21:23,103,Park Circus
2107,1503,1699,2022-01-29 15:18:02,90,31 George Embankment,2022-01-29 14:52:59,676,Albert Way
2628,449,13642,2022-01-29 15:13:03,300,Prince Way,2022-01-29 15:05:34,300,Prince Way
4922,356,10244,2022-01-29 19:51:30,23,4 Fleet Square,2022-01-29 19:45:34,23,4 Fleet Square
3769,539,4446,2022-01-30 10:20:21,436,Hill Passage,2022-01-30 10:11:22,411,Dock Lane
3747,178,14030,2022-01-30 10:41:45,419,Market Place,2022-01-30 10:38:47,419,Market Place
1087,1920,10478,2022-01-30 12:53:46,714,Market Passage,2022-01-30 12:21:46,362,Albert Passage
3347,805,6019,2022-01-30 14:15:53,134,5 Crown Mews,2022-01-30 14:02:28,793,17 Bridge Avenue
3938,1437,6453,2022-01-30 16:36:11,322,Long Bridge,2022-01-30 16:12:14,200,New Gardens
2346,513,4187,2022-01-30 20:15:08,290,East Walk,2022-01-30 20:06:35,675,Long Mews
3613,1527,5407,2022-01-31 08:31:47,666,25 Park Walk,2022-01-31 08:06:20,666,25 Park Walk
631,1539,7548,2022-01-31 09:46:53,411,Dock Lane,2022-01-31 09:21:14,290,East Walk
2228,429,14595,2022-01-31 09:45:01,348,14 Great Circus,2022-01-31 09:37:52,611,Crown Gate
1959,2499,8660,2022-01-31 12:55:55,33,Temple Court,2022-01-31 12:14:16,551,Green Way
1837,2925,5303,2022-01-31 13:56:41,743,Market Gardens,2022-01-31 13:07:56,764,27 New Row
4015,318,6940,2022-01-31 16:20:41,571,39 Water Bridge,2022-01-31 16:15:23,440,4 George Street
690,1993,828,2022-01-31 17:39:30,419,Market Place,2022-01-31 17:06:17,625,Manor Avenue
4712,1904,3205,2022-01-31 19:17:17,547,Earl Square,2022-01-31 18:45:33,547,Earl Square
852,2741,12952,2022-02-01 10:28:58,137,11 Manor Terrace,2022-02-01 09:43:17,656,Old Row
676,13311,2180,2022-02-01 13:31:26,553,Mill Walk,2022-02-01 09:49:35,476,High Gardens
53,761,11067,2022-02-01 11:18:13,598,George Square,2022-02-01 11:05:32,600,36 George Row
4957,695,9395,2022-02-01 11:45:16,414,Dock Way,2022-02-01 11:33:41,561,Manor Terrace
1673,425,10579,2022-02-01 16:13:00,445,King Circus,2022-02-01 16:05:55,305,Hill Circus
4458,284,4316,2022-02-01 17:09:33,152,Temple Street,2022-02-01 17:04:49,152,Temple Street
4291,222,7085,2022-02-01 17:44:16,432,East Mews,2022-02-01 17:40:34,626,East Mews
726,858,11379,2022-02-02 06:20:15,346,4 Tower Avenue,2022-02-02 06:05:57,346,4 Tower Avenue
1637,1551,8703,2022-02-02 08:33:43,222,Old Mews,2022-02-02 08:07:52,222,Old Mews
1022,374,6125,2022-02-02 12:07:44,255,Church Square,2022-02-02 12:01:30,206,Globe Terrace
3868,1106,5427,2022-02-02 12:46:08,7,Rose Bridge,2022-02-02 12:27:42,585,Bond Court
3242,3056,170,2022-02-02 13:19:29,118,New Gate,2022-02-02 12:28:33,456,Church Bridge
197,1096,4719,2022-02-02 14:49:11,607,25 George Street,2022-02-02 14:30:55,607,25 George Street
218,5148,3244,2022-02-02 16:28:30,158,Station Bridge,2022-02-02 15:02:42,522,George Gardens
720,836,3857,2022-02-02 17:26:52,529,43 Long Road,2022-02-02 17:12:56,529,43 Long Road
2693,2282,5496,2022-02-02 18:14:10,600,36 George Row,2022-02-02 17:36:08,460,26 North Gate
3869,1069,2797,2022-02-02 19:19:03,393,13 Earl Gate,2022-02-02 19:01:14,92,Castle Passage
4400,849,13877,2022-02-02 22:09:09,182,West Way,2022-02-02 21:55:00,379,Market Mews
1112,2212,5168,2022-02-03 00:52:58,379,Market Mews,2022-02-03 00:16:06,331,East Walk
348,1400,13740,2022-02-03 06:28:06,780,18 Strand Road,2022-02-03 06:04:46,780,18 Strand Road
4954,745,5129,2022-02-03 07:13:05,515,7 Church Court,2022-02-03 07:00:40,472,Park Terrace
4887,371,10385,2022-02-03 07:18:56,500,Lion Passage,2022-02-03 07:12:45,655,3 Church Court
3790,2290,3896,2022-02-03 07:53:30,575,New Bridge,2022-02-03 07:15:20,575,New Bridge
1660,173,4510,2022-02-03 08:14:26,159,West Avenue,2022-02-03 08:11:33,159,West Avenue
1456,209,10161,2022-02-03 09:25:39,362,Albert Passage,2022-02-03 09:22:10,613,41 Great Square
1038,448,2927,2022-02-03 09:30:26,184,Great Mews,2022-02-03 09:22:58,295,North Row
1047,737,584,2022-02-03 16:57:09,405,Duke Embankment,2022-02-03 16:44:52,405,Duke Embankment
2089,285,7343,2022-02-03 20:46:24,607,25 George Street,2022-02-03 20:41:39,608,Globe Circus
4718,343,12636,2022-02-03 21:40:38,23,4 Fleet Square,2022-02-03 21:34:55,685,George Walk
1265,343,5677,2022-02-04 06:43:41,525,Rose Street,2022-02-04 06:37:58,525,Rose Street
1936,2927,11189,2022-02-04 17:32:17,694,23 West Court,2022-02-04 16:43:30,607,25 George Street
1312,298,2446,2022-02-04 18:55:16,750,Wharf Square,2022-02-04 18:50:18,353,Great Avenue
4726,285,2552,2022-02-04 21:57:15,130,24 Old Passage,2022-02-04 21:52:30,134,5 Crown Mews
1198,2797,7362,2022-02-05 11:27:57,15,Great Road,2022-02-05 10:41:20,752,South Row
2870,314,952,2022-02-05 12:27:40,130,24 Old Passage,2022-02-05 12:22:26,130,24 Old Passage
2731,642,13188,2022-02-05 13:23:02,792,West Avenue,2022-02-05 13:12:20,792,West Avenue
1583,254,5371,2022-02-05 13:48:59,288,Fleet Row,2022-02-05 13:44:45,602,23 Market Gardens
4342,270,9010,2022-02-05 14:49:24,348,14 Great Circus,2022-02-05 14:44:54,132,Temple Gardens
4923,514,2126,2022-02-05 20:14:00,21,9 High Avenue,2022-02-05 20:05:26,451,Earl Gate
3116,1954,9,2022-02-06 08:58:22,419,Market Place,2022-02-06 08:25:48,596,49 Bond Bridge
961,1049,1991,2022-02-06 10:23:15,732,Victoria Road,2022-02-06 10:05:46,732,Victoria Road
2620,366,1502,2022-02-06 11:06:05,395,33 Station Passage,2022-02-06 10:59:59,647,Church Circus
4689,560,2217,2022-02-06 14:16:53,156,North Way,2022-02-06 14:07:33,760,West Mews
3965,688,14549,2022-02-06 16:18:44,380,32 Albert Gardens,2022-02-06 16:07:16,54,East Passage
255,115,9469,2022-02-06 18:56:10,8,Mill Row,2022-02-06 18:54:15,515,7 Church Court
3542,354,10574,2022-02-07 05:41:59,423,16 Bridge Mews,2022-02-07 05:36:05,423,16 Bridge Mews
3499,5938,6464,2022-02-07 09:37:36,276,42 Bridge Gate,2022-02-07 07:58:38,703,42 Victoria Road
2627,633,13431,2022-02-07 09:20:04,564,Mill Embankment,2022-02-07 09:09:31,732,Victoria Road
3269,1228,3391,2022-02-07 11:32:29,294,Victoria Passage,2022-02-07 11:12:01,294,Victoria Passage
